us_city,state_name,county_name,us_city_lat,us_city_long,intl_city,country,flag_emoji,city_lat,city_long,continent
Milan Center,Indiana,Allen,41.1442159,-84.9460771,Milan,Italy,🇮🇹,45.4641943,9.1896346,Europe
Old Milan,Indiana,Ripley,39.146443,-85.132458,Milan,Italy,🇮🇹,45.4641943,9.1896346,Europe
Rome City,Indiana,Noble,41.4961609,-85.3766454,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
Rome,Indiana,Perry,37.9233942,-86.5235905,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
Rome,Iowa,Henry,40.9814147,-91.682387,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
Milan,Kansas,Sumner,37.2597433,-97.6739404,Milan,Italy,🇮🇹,45.4641943,9.1896346,Europe
Rome,Kansas,Sumner,37.1603485,-97.3913998,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
Rome,Kentucky,Daviess,37.7211585,-87.1808315,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
Rome,Louisiana,Livingston,30.3771384,-90.5506453,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
Rome,Maine,Kennebec,44.585064,-69.8692195,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
Rome Corner,Maine,Kennebec,44.5722862,-69.9033871,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
Milan,Michigan,Washtenaw,42.0853204,-83.6824384,Milan,Italy,🇮🇹,45.4641943,9.1896346,Europe
Rome Center,Michigan,Lenawee,41.9436569,-84.1877224,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
Milan,Minnesota,Chippewa,45.1085708,-95.9133706,Milan,Italy,🇮🇹,45.4641943,9.1896346,Europe
New Rome,Minnesota,Sibley,44.5432973,-94.0924719,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
Rome,Mississippi,Sunflower,33.9631682,-90.478427,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
Rome,Mississippi,Winston,33.1045716,-89.2400681,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
Milan,Missouri,Sullivan,40.2022408,-93.125209,Milan,Italy,🇮🇹,45.4641943,9.1896346,Europe
Rome,Missouri,Douglas,36.841446,-92.7735032,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
Milan,New Hampshire,Coos,44.5733885,-71.185078,Milan,Italy,🇮🇹,45.4641943,9.1896346,Europe
West Milan,New Hampshire,Coos,44.5986649,-71.3042465,Milan,Italy,🇮🇹,45.4641943,9.1896346,Europe
Milan,New Mexico,Cibola,35.1697592,-107.890892,Milan,Italy,🇮🇹,45.4641943,9.1896346,Europe
Milan,New York,Dutchess,41.9534255,-73.7920752,Milan,Italy,🇮🇹,45.4641943,9.1896346,Europe
Rome,New York,Oneida,43.2128473,-75.4557304,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
Rome,New York,Essex,44.4406028,-73.6881949,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
Rome,Ohio,Delaware,40.2464511,-82.9115694,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
Rome,Ohio,Ashtabula,41.6047773,-80.8653661,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
New Rome,Ohio,Franklin,39.9517297,-83.1421331,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
North Milan,Ohio,Erie,41.3122738,-82.6046212,Milan,Italy,🇮🇹,45.4641943,9.1896346,Europe
Rome,Ohio,Franklin,39.9564519,-83.1421331,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
Milan,Ohio,Erie,41.2975519,-82.6054547,Milan,Italy,🇮🇹,45.4641943,9.1896346,Europe
Rome,Ohio,Richland,40.9264445,-82.5301708,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
Rome,Ohio,Lawrence,38.4459172,-82.3637621,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
Rome,Oregon,Malheur,42.8390452,-117.6282109,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
Rome,Pennsylvania,Bradford,41.8584081,-76.3407699,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
Milan,Pennsylvania,Bradford,41.9075745,-76.5232773,Milan,Italy,🇮🇹,45.4641943,9.1896346,Europe
North Rome,Pennsylvania,Bradford,41.8725747,-76.4010501,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
Rome,South Carolina,Williamsburg,33.6479447,-79.4383902,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
Rome,Tennessee,Smith,36.2619973,-86.0716557,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
Milan,Tennessee,Gibson,35.9197886,-88.7589489,Milan,Italy,🇮🇹,45.4641943,9.1896346,Europe
Milan,Washington,Spokane,47.9668399,-117.3316058,Milan,Italy,🇮🇹,45.4641943,9.1896346,Europe
Milan,Wisconsin,Marathon,44.981078,-90.1795792,Milan,Italy,🇮🇹,45.4641943,9.1896346,Europe
Rome,Wisconsin,Jefferson,42.9802852,-88.6312126,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
New Rome,Wisconsin,Adams,44.2194106,-89.8809597,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
Milan,Illinois,White,38.0861574,-88.1783718,Milan,Italy,🇮🇹,45.4641943,9.1896346,Europe
North Rome Estates,Florida,Hillsborough,28.0043,-82.4772,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
Rome,Wisconsin,Adams,44.2205996,-89.8084259,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
Osaka,Alabama,Escambia,31.0637904,-87.2238626,Osaka,Japan,🇯🇵,34.6198813,135.490357,Asia
Kobe,Colorado,Lake,39.129436,-106.314746,Kobe,Japan,🇯🇵,34.6932379,135.1943764,Asia
Osaka,Virginia,Wise,36.9470402,-82.8107165,Osaka,Japan,🇯🇵,34.6198813,135.490357,Asia
Little Osaka,California,San Francisco,37.7857625,-122.4299713,Osaka,Japan,🇯🇵,34.6198813,135.490357,Asia
Little Tokyo,California,Los Angeles,34.04779,-118.2411848,Tokyo,Japan,🇯🇵,35.6821936,139.762221,Asia
Tripoli,Iowa,Bremer,42.8080363,-92.2582341,Tripoli,Libya,🇱🇾,32.896672,13.1777923,Africa
Old Tripoli,Iowa,Bremer,42.8260914,-92.2654562,Tripoli,Libya,🇱🇾,32.896672,13.1777923,Africa
Tripoli Mill,New Hampshire,Grafton,43.9981238,-71.5773002,Tripoli,Libya,🇱🇾,32.896672,13.1777923,Africa
Tripoli,New York,Cortland,42.7389564,-75.962421,Tripoli,Libya,🇱🇾,32.896672,13.1777923,Africa
Tripoli,New York,Washington,43.3909042,-73.5795593,Tripoli,Libya,🇱🇾,32.896672,13.1777923,Africa
Tripoli,Pennsylvania,Cambria,40.5447924,-78.7769679,Tripoli,Libya,🇱🇾,32.896672,13.1777923,Africa
Tripoli,Wisconsin,Lincoln,45.5552409,-89.9940363,Tripoli,Libya,🇱🇾,32.896672,13.1777923,Africa
Tripoli Heights,Virginia,Prince William,38.5740088,-77.3197049,Tripoli,Libya,🇱🇾,32.896672,13.1777923,Africa
Tripoli Place,Florida,Hillsborough,27.9988,-82.4409,Tripoli,Libya,🇱🇾,32.896672,13.1777923,Africa
Leon,Alabama,Crenshaw,31.5576619,-86.3927388,Leon,Mexico,🇲🇽,21.0792557,-101.5897695,Americas
Leon,Colorado,Eagle,39.384706,-107.099215,Leon,Mexico,🇲🇽,21.0792557,-101.5897695,Americas
Leon,California,San Bernardino,34.55805,-117.3064348,Leon,Mexico,🇲🇽,21.0792557,-101.5897695,Americas
De Leon Springs,Florida,Volusia,29.1194268,-81.3514536,Leon,Mexico,🇲🇽,21.0792557,-101.5897695,Americas
De Leon Springs Heights,Florida,Volusia,29.1402597,-81.3197859,Leon,Mexico,🇲🇽,21.0792557,-101.5897695,Americas
Ponce de Leon,Florida,Holmes,30.7229671,-85.9374357,Leon,Mexico,🇲🇽,21.0792557,-101.5897695,Americas
Leon Hamilton Place,Florida,Monroe,25.5215011,-81.2059104,Leon,Mexico,🇲🇽,21.0792557,-101.5897695,Americas
Port Leon,Florida,Wakulla,30.1310386,-84.1948928,Leon,Mexico,🇲🇽,21.0792557,-101.5897695,Americas
Leon,Idaho,Nez Perce,46.5318297,-117.040161,Leon,Mexico,🇲🇽,21.0792557,-101.5897695,Americas
Leon Corners,Illinois,Whiteside,41.5941988,-89.9203887,Leon,Mexico,🇲🇽,21.0792557,-101.5897695,Americas
Saint Leon,Indiana,Dearborn,39.2919974,-84.9580121,Leon,Mexico,🇲🇽,21.0792557,-101.5897695,Americas
Leon,Iowa,Decatur,40.739724,-93.7477217,Leon,Mexico,🇲🇽,21.0792557,-101.5897695,Americas
Leon,Kansas,Butler,37.6902964,-96.7822508,Leon,Mexico,🇲🇽,21.0792557,-101.5897695,Americas
Leon,Kentucky,Carter,38.2878593,-82.976836,Leon,Mexico,🇲🇽,21.0792557,-101.5897695,Americas
Monterrey Park,Louisiana,East Baton Rouge,30.4910229,-91.0859383,Monterrey,Mexico,🇲🇽,25.6802019,-100.315258,Americas
Monterrey Village,Maryland,Montgomery,39.0434425,-77.0574777,Monterrey,Mexico,🇲🇽,25.6802019,-100.315258,Americas
Ponce de Leon,Missouri,Stone,36.8758908,-93.3515758,Leon,Mexico,🇲🇽,21.0792557,-101.5897695,Americas
Leon,New Mexico,McKinley,35.5711375,-107.600054,Leon,Mexico,🇲🇽,21.0792557,-101.5897695,Americas
La Puebla,New Mexico,Santa Fe,35.9891906,-105.996411,Puebla,Mexico,🇲🇽,18.833333,-98,Americas
East Leon,New York,Cattaraugus,42.3472834,-78.9578149,Leon,Mexico,🇲🇽,21.0792557,-101.5897695,Americas
Leon,New York,Cattaraugus,42.2931163,-79.0164284,Leon,Mexico,🇲🇽,21.0792557,-101.5897695,Americas
Leon,North Carolina,Duplin,35.0290534,-77.8199794,Leon,Mexico,🇲🇽,21.0792557,-101.5897695,Americas
Leon,Ohio,Ashtabula,41.6536659,-80.6159093,Leon,Mexico,🇲🇽,21.0792557,-101.5897695,Americas
Leon,Oklahoma,Love,33.8792685,-97.4291872,Leon,Mexico,🇲🇽,21.0792557,-101.5897695,Americas
De Leon,Texas,Comanche,32.1109743,-98.5358826,Leon,Mexico,🇲🇽,21.0792557,-101.5897695,Americas
Leon Springs,Texas,Bexar,29.6649467,-98.6291885,Leon,Mexico,🇲🇽,21.0792557,-101.5897695,Americas
Leon Valley,Texas,Bexar,29.4952307,-98.6186317,Leon,Mexico,🇲🇽,21.0792557,-101.5897695,Americas
San Leon,Texas,Galveston,29.4832863,-94.9221465,Leon,Mexico,🇲🇽,21.0792557,-101.5897695,Americas
Leon Junction,Texas,Coryell,31.3410021,-97.5941839,Leon,Mexico,🇲🇽,21.0792557,-101.5897695,Americas
Leon,Virginia,Madison,38.4376271,-78.1383336,Leon,Mexico,🇲🇽,21.0792557,-101.5897695,Americas
Leon,Washington,Whitman,46.5318297,-117.0393276,Leon,Mexico,🇲🇽,21.0792557,-101.5897695,Americas
Leon,West Virginia,Mason,38.7506394,-81.9606935,Leon,Mexico,🇲🇽,21.0792557,-101.5897695,Americas
Leon,Wisconsin,Monroe,43.8774673,-90.8301331,Leon,Mexico,🇲🇽,21.0792557,-101.5897695,Americas
Monterrey,Puerto Rico,Vega Alta,18.4213364,-66.3135024,Monterrey,Mexico,🇲🇽,25.6802019,-100.315258,Americas
Colonia Juarez,California,Orange,33.712518,-117.9475585,Juarez,Mexico,🇲🇽,30.9541667,-112.4403333,Americas
Monterrey,Puerto Rico,San Lorenzo,18.1819024,-65.9568302,Monterrey,Mexico,🇲🇽,25.6802019,-100.315258,Americas
Ponce de Leon,Puerto Rico,Mayagüez,18.2085658,-67.1237908,Leon,Mexico,🇲🇽,21.0792557,-101.5897695,Americas
Mansiones Monterrey,Puerto Rico,San Juan,18.3880039,-66.0446102,Monterrey,Mexico,🇲🇽,25.6802019,-100.315258,Americas
Monterrey,Puerto Rico,San Juan,18.3857818,-66.0379434,Monterrey,Mexico,🇲🇽,25.6802019,-100.315258,Americas
Juarez Colonia,Texas,Cameron,26.2022971,-97.7322149,Juarez,Mexico,🇲🇽,30.9541667,-112.4403333,Americas
De Leon Park,Florida,Hillsborough,27.9825,-82.4563,Leon,Mexico,🇲🇽,21.0792557,-101.5897695,Americas
Leon,Florida,Hillsborough,27.6938,-82.4258,Leon,Mexico,🇲🇽,21.0792557,-101.5897695,Americas
Casablanca,North Carolina,Cumberland,35.1373844,-78.9705834,Casablanca,Morocco,🇲🇦,33.5945144,-7.6200284,Africa
Casablanca,Tennessee,Hamblen,36.2306473,-83.3240605,Casablanca,Morocco,🇲🇦,33.5945144,-7.6200284,Africa
Rabat,Virginia,Halifax,36.9770846,-78.948624,Rabat,Morocco,🇲🇦,34.02236,-6.8340222,Africa
Mandalay,Arkansas,Mississippi,35.7792424,-90.2359303,Mandalay,Myanmar,🇲🇲,21.9596834,96.0948743,Asia
Mandalay,Florida,Taylor,30.1238191,-83.9665502,Mandalay,Myanmar,🇲🇲,21.9596834,96.0948743,Asia
Mandalay,Louisiana,Terrebonne,29.5660477,-90.7712028,Mandalay,Myanmar,🇲🇲,21.9596834,96.0948743,Asia
Mandalay,New Jersey,Ocean,40.0153951,-74.0901377,Mandalay,Myanmar,🇲🇲,21.9596834,96.0948743,Asia
Lagos del Sol,Alabama,Montgomery,32.2604191,-86.3483024,Lagos,Nigeria,🇳🇬,6.4550575,3.3941795,Africa
Lagos de Norte,Puerto Rico,Toa Alta,18.4630009,-66.1893337,Lagos,Nigeria,🇳🇬,6.4550575,3.3941795,Africa
Residencial Lagos de Blasina,Puerto Rico,Carolina,18.3905037,-65.9621096,Lagos,Nigeria,🇳🇬,6.4550575,3.3941795,Africa
Seis Lagos,Texas,Collin,33.0703026,-96.5635978,Lagos,Nigeria,🇳🇬,6.4550575,3.3941795,Africa
Lahore,Virginia,Orange,38.1987457,-77.9694418,Lahore,Pakistan,🇵🇰,31.5656822,74.3141829,Asia
Lima,Illinois,Adams,40.1775458,-91.378483,Lima,Peru,🇵🇪,-12.0621065,-77.0365256,Americas
Lima,Iowa,Fayette,42.8683141,-91.742937,Lima,Peru,🇵🇪,-12.0621065,-77.0365256,Americas
Lima Center,Michigan,Washtenaw,42.2958701,-83.9574453,Lima,Peru,🇵🇪,-12.0621065,-77.0365256,Americas
Lima,Montana,Beaverhead,44.6368563,-112.5919506,Lima,Peru,🇵🇪,-12.0621065,-77.0365256,Americas
Lima,New York,Livingston,42.9047857,-77.611387,Lima,Peru,🇵🇪,-12.0621065,-77.0365256,Americas
Lima,North Carolina,Craven,35.197383,-77.1355067,Lima,Peru,🇵🇪,-12.0621065,-77.0365256,Americas
Lima,Ohio,Allen,40.742551,-84.1052256,Lima,Peru,🇵🇪,-12.0621065,-77.0365256,Americas
Lima,Ohio,Meigs,39.0642437,-82.1198666,Lima,Peru,🇵🇪,-12.0621065,-77.0365256,Americas
North Lima,Ohio,Mahoning,40.9483929,-80.6589633,Lima,Peru,🇵🇪,-12.0621065,-77.0365256,Americas
Lima,Oklahoma,Seminole,35.1739665,-96.5997374,Lima,Peru,🇵🇪,-12.0621065,-77.0365256,Americas
New Lima,Oklahoma,Seminole,35.1717444,-96.592515,Lima,Peru,🇵🇪,-12.0621065,-77.0365256,Americas
Lima,Pennsylvania,Delaware,39.9173332,-75.4404746,Lima,Peru,🇵🇪,-12.0621065,-77.0365256,Americas
Lima,South Carolina,Greenville,35.0892834,-82.4473426,Lima,Peru,🇵🇪,-12.0621065,-77.0365256,Americas
Lima Center,Wisconsin,Rock,42.789454,-88.8273298,Lima,Peru,🇵🇪,-12.0621065,-77.0365256,Americas
West Lima,Wisconsin,Richland,43.5463637,-90.5304075,Lima,Peru,🇵🇪,-12.0621065,-77.0365256,Americas
Lima,Wisconsin,Pepin,44.6338533,-91.8729454,Lima,Peru,🇵🇪,-12.0621065,-77.0365256,Americas
Campamento Punta Lima,Puerto Rico,Naguabo,18.181904,-65.6932169,Lima,Peru,🇵🇪,-12.0621065,-77.0365256,Americas
Lima Estates,Pennsylvania,Delaware,39.9219,-75.442,Lima,Peru,🇵🇪,-12.0621065,-77.0365256,Americas
Manila,Arizona,Navajo,34.9650237,-110.4134598,Manila,Philippines,🇵🇭,14.5906346,120.9799964,Asia
Manila,Arkansas,Mississippi,35.8800733,-90.1670393,Manila,Philippines,🇵🇭,14.5906346,120.9799964,Asia
Manila,Alabama,Dallas,32.448469,-86.9210985,Manila,Philippines,🇵🇭,14.5906346,120.9799964,Asia
Manila,Alabama,Clarke,31.5084952,-87.7230502,Manila,Philippines,🇵🇭,14.5906346,120.9799964,Asia
Manila,Colorado,Adams,39.7563749,-104.5224634,Manila,Philippines,🇵🇭,14.5906346,120.9799964,Asia
Manila,Kentucky,Johnson,37.8428699,-82.9154425,Manila,Philippines,🇵🇭,14.5906346,120.9799964,Asia
Manila,Missouri,Pettis,38.5511296,-93.3363182,Manila,Philippines,🇵🇭,14.5906346,120.9799964,Asia
Manila,Tennessee,McMinn,35.4625744,-84.4785395,Manila,Philippines,🇵🇭,14.5906346,120.9799964,Asia
Manila,Utah,Daggett,40.9880142,-109.7226498,Manila,Philippines,🇵🇭,14.5906346,120.9799964,Asia
Manila,West Virginia,Boone,37.9867678,-81.9429031,Manila,Philippines,🇵🇭,14.5906346,120.9799964,Asia
Warsaw,Arkansas,Pulaski,34.9523104,-92.1551479,Warsaw,Poland,🇵🇱,52.2319581,21.0067249,Europe
Warsaw,Alabama,Sumter,32.9376282,-88.2030841,Warsaw,Poland,🇵🇱,52.2319581,21.0067249,Europe
Warsaw,Georgia,McIntosh,31.5899409,-81.4951072,Warsaw,Poland,🇵🇱,52.2319581,21.0067249,Europe
Warsaw,Georgia,Fulton,34.0181557,-84.190196,Warsaw,Poland,🇵🇱,52.2319581,21.0067249,Europe
Warsaw,Illinois,Hancock,40.359211,-91.4345978,Warsaw,Poland,🇵🇱,52.2319581,21.0067249,Europe
Warsaw,Indiana,Kosciusko,41.2381001,-85.8530469,Warsaw,Poland,🇵🇱,52.2319581,21.0067249,Europe
Warsaw,Kentucky,Gallatin,38.7833963,-84.9016151,Warsaw,Poland,🇵🇱,52.2319581,21.0067249,Europe
Warsaw Ferry,Louisiana,Madison,32.2976474,-91.527064,Warsaw,Poland,🇵🇱,52.2319581,21.0067249,Europe
Warsaw Landing,Louisiana,Franklin,32.2951475,-91.5295641,Warsaw,Poland,🇵🇱,52.2319581,21.0067249,Europe
Warsaw Landing,Louisiana,Livingston,30.384916,-90.5534231,Warsaw,Poland,🇵🇱,52.2319581,21.0067249,Europe
Warsaw,Mississippi,Marshall,34.83093,-89.6861952,Warsaw,Poland,🇵🇱,52.2319581,21.0067249,Europe
Warsaw,Mississippi,Washington,33.1942881,-90.8651001,Warsaw,Poland,🇵🇱,52.2319581,21.0067249,Europe
Warsaw,Missouri,Benton,38.2430811,-93.3818711,Warsaw,Poland,🇵🇱,52.2319581,21.0067249,Europe
South Warsaw,New York,Wyoming,42.7100614,-78.1302879,Warsaw,Poland,🇵🇱,52.2319581,21.0067249,Europe
Warsaw,New York,Wyoming,42.740061,-78.1327882,Warsaw,Poland,🇵🇱,52.2319581,21.0067249,Europe
Warsaw,North Carolina,Duplin,34.9993329,-78.091101,Warsaw,Poland,🇵🇱,52.2319581,21.0067249,Europe
Warsaw,North Dakota,Walsh,48.2960972,-97.254795,Warsaw,Poland,🇵🇱,52.2319581,21.0067249,Europe
Warsaw,Ohio,Coshocton,40.3353465,-82.006807,Warsaw,Poland,🇵🇱,52.2319581,21.0067249,Europe
South Warsaw,Ohio,Allen,40.6583836,-84.0324448,Warsaw,Poland,🇵🇱,52.2319581,21.0067249,Europe
Warsaw Junction,Ohio,Coshocton,40.3289577,-82.0120847,Warsaw,Poland,🇵🇱,52.2319581,21.0067249,Europe
Warsaw,Pennsylvania,Jefferson,41.2150623,-78.9533673,Warsaw,Poland,🇵🇱,52.2319581,21.0067249,Europe
Warsaw,Pennsylvania,Lackawanna,41.4398027,-75.6160217,Warsaw,Poland,🇵🇱,52.2319581,21.0067249,Europe
Warsaw,South Carolina,Williamsburg,33.5085001,-79.5503404,Warsaw,Poland,🇵🇱,52.2319581,21.0067249,Europe
Warsaw,Texas,Kaufman,32.5501364,-96.4202626,Warsaw,Poland,🇵🇱,52.2319581,21.0067249,Europe
Warsaw Center,Texas,Kaufman,32.5545807,-96.4155402,Warsaw,Poland,🇵🇱,52.2319581,21.0067249,Europe
Warsaw,Virginia,Richmond,37.9587447,-76.7580139,Warsaw,Poland,🇵🇱,52.2319581,21.0067249,Europe
Moscow,Arkansas,Jefferson,34.1464876,-91.7951318,Moscow,Russia,🇷🇺,55.7505412,37.6174782,Europe
Moscow,Alabama,Lamar,33.8698295,-88.1028093,Moscow,Russia,🇷🇺,55.7505412,37.6174782,Europe
Moscow,Alabama,Marengo,32.4379168,-87.9961285,Moscow,Russia,🇷🇺,55.7505412,37.6174782,Europe
Saint Petersburg,Colorado,Logan,40.5555449,-102.8171442,Saint Petersburg,Russia,🇷🇺,59.9606739,30.1586551,Europe
Saint Petersburg,Florida,Pinellas,27.7708606,-82.6792661,Saint Petersburg,Russia,🇷🇺,59.9606739,30.1586551,Europe
Moscow,Idaho,Latah,46.7323875,-117.0001651,Moscow,Russia,🇷🇺,55.7505412,37.6174782,Europe
Moscow,Illinois,Union,37.4114401,-89.0525737,Moscow,Russia,🇷🇺,55.7505412,37.6174782,Europe
Moscow,Indiana,Rush,39.4853262,-85.5566395,Moscow,Russia,🇷🇺,55.7505412,37.6174782,Europe
Moscow,Iowa,Muscatine,41.5750257,-91.082653,Moscow,Russia,🇷🇺,55.7505412,37.6174782,Europe
Moscow,Kansas,Stevens,37.3236349,-101.2057164,Moscow,Russia,🇷🇺,55.7505412,37.6174782,Europe
Moscow,Kentucky,Hickman,36.6070046,-89.0361754,Moscow,Russia,🇷🇺,55.7505412,37.6174782,Europe
Moscow,Maine,Somerset,45.0706113,-69.8911705,Moscow,Russia,🇷🇺,55.7505412,37.6174782,Europe
Moscow,Michigan,Hillsdale,42.0494881,-84.5099512,Moscow,Russia,🇷🇺,55.7505412,37.6174782,Europe
Moscow,Minnesota,Freeborn,43.7071833,-93.0982538,Moscow,Russia,🇷🇺,55.7505412,37.6174782,Europe
Moscow,Mississippi,Kemper,32.710135,-88.8000503,Moscow,Russia,🇷🇺,55.7505412,37.6174782,Europe
Moscow Mills,Missouri,Lincoln,38.9478267,-90.9181916,Moscow,Russia,🇷🇺,55.7505412,37.6174782,Europe
Moscow,Missouri,Clay,39.1663923,-94.541899,Moscow,Russia,🇷🇺,55.7505412,37.6174782,Europe
Moscow Hill,New York,Madison,42.7936816,-75.406006,Moscow,Russia,🇷🇺,55.7505412,37.6174782,Europe
Moscow,Ohio,Clermont,38.8570117,-84.2291017,Moscow,Russia,🇷🇺,55.7505412,37.6174782,Europe
New Moscow,Ohio,Coshocton,40.2106262,-81.9718016,Moscow,Russia,🇷🇺,55.7505412,37.6174782,Europe
Moscow Mills,Ohio,Morgan,39.6028508,-81.6256835,Moscow,Russia,🇷🇺,55.7505412,37.6174782,Europe
Moscow,Pennsylvania,Lackawanna,41.3367497,-75.5185191,Moscow,Russia,🇷🇺,55.7505412,37.6174782,Europe
Saint Petersburg,Pennsylvania,Clarion,41.1617284,-79.6528265,Saint Petersburg,Russia,🇷🇺,59.9606739,30.1586551,Europe
Moscow,Rhode Island,Washington,41.5228772,-71.7414571,Moscow,Russia,🇷🇺,55.7505412,37.6174782,Europe
Moscow,Tennessee,Fayette,35.0620344,-89.4039631,Moscow,Russia,🇷🇺,55.7505412,37.6174782,Europe
Moscow,Texas,Polk,30.9132479,-94.8252089,Moscow,Russia,🇷🇺,55.7505412,37.6174782,Europe
Moscow,Vermont,Lamoille,44.4414432,-72.7153961,Moscow,Russia,🇷🇺,55.7505412,37.6174782,Europe
Moscow,Virginia,Augusta,38.3170716,-79.0889207,Moscow,Russia,🇷🇺,55.7505412,37.6174782,Europe
Moscow,West Virginia,Hancock,40.5456208,-80.6322957,Moscow,Russia,🇷🇺,55.7505412,37.6174782,Europe
Moscow,Wisconsin,Iowa,42.8333345,-89.8551236,Moscow,Russia,🇷🇺,55.7505412,37.6174782,Europe
Mecca,Florida,Pinellas,28.0211295,-82.7409342,Mecca,Saudi Arabia,🇸🇦,21.420847,39.826869,Asia
Mecca,Indiana,Parke,39.7272609,-87.330572,Mecca,Saudi Arabia,🇸🇦,21.420847,39.826869,Asia
Mecca Acres,Kansas,Butler,37.6755715,-97.1464297,Mecca,Saudi Arabia,🇸🇦,21.420847,39.826869,Asia
Mecca,Missouri,Clinton,39.4841652,-94.523008,Mecca,Saudi Arabia,🇸🇦,21.420847,39.826869,Asia
Mecca,Ohio,Trumbull,41.3895005,-80.7370251,Mecca,Saudi Arabia,🇸🇦,21.420847,39.826869,Asia
West Mecca,Ohio,Trumbull,41.3903339,-80.7764715,Mecca,Saudi Arabia,🇸🇦,21.420847,39.826869,Asia
Mecca,Tennessee,McMinn,35.3542415,-84.4210371,Mecca,Saudi Arabia,🇸🇦,21.420847,39.826869,Asia
Mecca,Texas,Madison,30.9840768,-96.0669011,Mecca,Saudi Arabia,🇸🇦,21.420847,39.826869,Asia
Mecca,California,Riverside,33.571692,-116.0772244,Mecca,Saudi Arabia,🇸🇦,21.420847,39.826869,Asia
Mecca City,Florida,Hillsborough,28.0023,-82.5934,Mecca,Saudi Arabia,🇸🇦,21.420847,39.826869,Asia
Belgrade Lakes,Maine,Kennebec,44.526454,-69.8869966,Belgrade,Serbia,🇷🇸,44.8178131,20.4568974,Europe
North Belgrade,Maine,Kennebec,44.5189547,-69.7922711,Belgrade,Serbia,🇷🇸,44.8178131,20.4568974,Europe
North Belgrade Station,Maine,Kennebec,44.5058994,-69.7783815,Belgrade,Serbia,🇷🇸,44.8178131,20.4568974,Europe
Belgrade,Maine,Kennebec,44.4472889,-69.832549,Belgrade,Serbia,🇷🇸,44.8178131,20.4568974,Europe
Belgrade,Minnesota,Stearns,45.4530207,-95.0044608,Belgrade,Serbia,🇷🇸,44.8178131,20.4568974,Europe
Belgrade,Minnesota,St. Louis,47.5310367,-92.3740685,Belgrade,Serbia,🇷🇸,44.8178131,20.4568974,Europe
Belgrade,Missouri,Washington,37.7867146,-90.8492967,Belgrade,Serbia,🇷🇸,44.8178131,20.4568974,Europe
Belgrade,Montana,Gallatin,45.7760403,-111.1768973,Belgrade,Serbia,🇷🇸,44.8178131,20.4568974,Europe
Belgrade Junction,Montana,Gallatin,45.7796508,-111.2799571,Belgrade,Serbia,🇷🇸,44.8178131,20.4568974,Europe
Belgrade,Nebraska,Nance,41.4730692,-98.0683949,Belgrade,Serbia,🇷🇸,44.8178131,20.4568974,Europe
Belgrade,North Carolina,Onslow,34.8801595,-77.2349548,Belgrade,Serbia,🇷🇸,44.8178131,20.4568974,Europe
Belgrade,Texas,Newton,30.6857573,-93.6635081,Belgrade,Serbia,🇷🇸,44.8178131,20.4568974,Europe
Johannesburg,California,Kern,35.3727406,-117.6347823,Johannesburg,South Africa,🇿🇦,-26.205,28.049722,Africa
Pretoria,Georgia,Dougherty,31.5043413,-84.3171321,Pretoria,South Africa,🇿🇦,-25.7459277,28.1879101,Africa
Pretoria,Georgia,Bulloch,32.4099032,-81.7303887,Pretoria,South Africa,🇿🇦,-25.7459277,28.1879101,Africa
Johannesburg,Michigan,Otsego,44.9855663,-84.4558515,Johannesburg,South Africa,🇿🇦,-26.205,28.049722,Africa
Johannesburg,Wisconsin,St. Croix,45.1652435,-92.5940894,Johannesburg,South Africa,🇿🇦,-26.205,28.049722,Africa
